X,Y,OBJECTID,Store_Name,Address,City,Zip,Notes,Phone,Local_Fare,Express_Fare,Reduced_Fare,POINT_X,POINT_Y
-112.185516839025,33.596353339586,288,Circle K - OPEN 24 HOURS,5881 W. Cactus Rd,Glendale,85304,,(623) 486-1032,1-Day,,1-Day,-112.185516839025,33.596353339586
-112.116904241105,33.5622792971876,289,Circle K - OPEN 24 HOURS,8617 N. 27th Avenue,Phoenix,85051,,(602) 864-8043,1-Day,,1-Day,-112.116904241105,33.5622792971876
-111.950990569622,33.4074114348701,290,Friendly Market,830 W. Broadway,Tempe,85282,,(480) 287-0450,"1-Day, 31-Day",,"1-Day, 31-Day",-111.950990569622,33.4074114348701
-111.597989070752,33.3940490388359,291,Circle K - OPEN 24 HOURS,1153 S. Signal Butte Rd.,Mesa,85208,,(480) 986-1187,1-Day,,1-Day,-111.597989070752,33.3940490388359
-111.615320786201,33.4070183174267,292,Circle K - OPEN 24 HOURS,425 South Crismon,Mesa,85208,,(480) 380-8992,1-Day,,1-Day,-111.615320786201,33.4070183174267
-111.5470133546,33.4222975594538,293,Circle K - OPEN 24 HOURS,85 W Superstition,Apache Junction,85120,,(480) 982-4388,1-Day,,1-Day,-111.5470133546,33.4222975594538
-111.996884072878,33.3780943719883,294,Circle K - OPEN 24 HOURS,3950 E. Baseline Rd.,Phoenix,85042,,(480) 438-7076,1-Day,,1-Day,-111.996884072878,33.3780943719883
-111.927300707134,33.5821920390739,295,Circle K - OPEN 24 HOURS,7140 E. Shea Blvd,Paradise Valley,85253,,(480) 948-3595,1-Day,,1-Day,-111.927300707134,33.5821920390739
-111.719377357394,33.3935699832821,296,Circle K - OPEN 24 HOURS,1210 S. Higley Rd.,Mesa,85206,,(480) 654-3394,1-Day,,1-Day,-111.719377357394,33.3935699832821
-111.52871229077,33.3884218884913,297,Circle K - OPEN 24 HOURS,2933 S. Tomahawk Rd.,Apache Junction,85119,,(480) 982-3582,1-Day,,1-Day,-111.52871229077,33.3884218884913
-111.701330826479,33.4518359762598,298,Circle K - OPEN 24 HOURS,6005 E McKellips,Mesa,85215,,(480) 396-8894,1-Day,,1-Day,-111.701330826479,33.4518359762598
-111.577443256957,33.4222970033745,299,Circle K - OPEN 24 HOURS,3135 W Superstition,Apache Junction,85120,,(480) 983-4105,1-Day,,1-Day,-111.577443256957,33.4222970033745
-111.623305938916,33.4223181733076,300,Circle K - OPEN 24 HOURS,9615 E University Dr.,Mesa,85207,,(480) 986-6573,1-Day,,1-Day,-111.623305938916,33.4223181733076
-111.988747323827,33.3203411246501,301,Circle K - OPEN 24 HOURS,4410 E. Ray Rd.,Phoenix,85044,,(480) 496-6838,1-Day,,1-Day,-111.988747323827,33.3203411246501
-111.787543711488,33.4517302825109,302,Circle K - OPEN 24 HOURS,2011 East McKellips,Mesa,85213,,(480) 844-4275,1-Day,,1-Day,-111.787543711488,33.4517302825109
-111.839927164697,33.4255662569891,303,Mr. J's Market,559 N. Country Club Drive,Mesa,85201,"Please contact location to verify hours and supply available.
",(480) 615-9985,"1-Day, 7-Day, 31-Day",,"1-Day, 7-Day, 31-Day",-111.839927164697,33.4255662569891
-111.980743470178,33.3308749623354,304,Circle K - OPEN 24 HOURS,E. Warner Road,Phoenix,85044,,(480) 893-9204,1-Day,,1-Day,-111.980743470178,33.3308749623354
-111.735749018458,33.3938162462435,305,Circle K - OPEN 24 HOURS,4420 E Southern Ave.,Mesa,85206,,(480) 807-9096,1-Day,,1-Day,-111.735749018458,33.3938162462435
-111.753841444374,33.3870796524878,306,Circle K - OPEN 24 HOURS,1557 S. Val Vista Dr.,Mesa,85204,,(480) 654-2543,1-Day,,1-Day,-111.753841444374,33.3870796524878
-111.964509277931,33.3344866298236,307,Circle K - OPEN 24 HOURS,1501 W. Warner ,Tempe,85284,,(480) 598-8641,1-Day,,1-Day,-111.964509277931,33.3344866298236
-111.997148045747,33.305175424359,308,Circle K - OPEN 24 HOURS,4001 E. Chandler Blvd.,Phoenix,85044,,(480) 704-0359,1-Day,,1-Day,-111.997148045747,33.305175424359
-111.770626647348,33.4226500146736,310,Circle K - OPEN 24 HOURS,2815 E University,Mesa,85213,,(480) 830-1678,1-Day,,1-Day,-111.770626647348,33.4226500146736
-111.962195054551,33.3053036639517,311,Circle K - OPEN 24 HOURS,6950 W Chandler Blvd,Chandler,85226,,(480) 961-4249,1-Day,,1-Day,-111.962195054551,33.3053036639517
-111.865851345575,33.4075832518636,312,Circle K - OPEN 24 HOURS,1605 W Broadway,Mesa,85202,,(480) 649-2761,1-Day,,1-Day,-111.865851345575,33.4075832518636
-111.96803889634,33.3052579170326,313,Circle K - OPEN 24 HOURS,7351 W Chandler Blvd,Chandler,85226,,(480) 785-7951,1-Day,,1-Day,-111.96803889634,33.3052579170326
-112.134106282042,33.5964051997935,314,Pump N Munch - OPEN 24 HOURS,3502 W. Cactus Rd.,Phoenix,85029,,(602) 938-1590,1-Day,,1-Day,-112.134106282042,33.5964051997935
-112.203146056068,33.520310944271,315,Stop in Market,5710 N. 67th Ave.,Glendale,85301,"Please contact location to verify hours and supply available.
",(623) 848-9639,"1-Day, 31-Day",,"1-Day, 31-Day",-112.203146056068,33.520310944271
-111.788851337923,33.3936077816095,316,Southern Express Chevron - OPEN 24 HOURS,1956 E. Southern Ave.,Mesa,85204,,(480) 361-8285,1-Day,,"1-Day, 31-Day",-111.788851337923,33.3936077816095
-112.134245667206,33.4958850375546,317,76/Mojo Mart - OPEN 24 HOURS,4150 N. 35th Ave.,Phoenix,85017,,(602) 296-7334,"1-Day, 31-Day",,"1-Day, 31-Day",-112.134245667206,33.4958850375546
-112.099755743297,33.5965806909122,318,76/Gas & Food Mart,1902 W. Cactus,Phoenix,85029,,(602) 994-1321,"1-Day, 31-Day",,"1-Day, 31-Day",-112.099755743297,33.5965806909122
-111.963176887822,33.3668519010233,319,Guadalupe Food Mart,8818 S. Avenida Del Yaqui,Tempe,85283,,(480) 839-2038,"1-Day, 7-Day, 31-Day",,"1-Day, 7-Day, 31-Day",-111.963176887822,33.3668519010233
-111.979303658345,33.7411400041974,320,Superpumper - OPEN 24 HOURS,4740 E Dynamite Blvd ,Cave Creek,85331,,(480) 419-9037,1-Day,,1-Day,-111.979303658345,33.7411400041974
-112.064477436493,33.3996162869987,321,Snappy Convenience Store,702 E. Roeser Rd.,Phoenix,85040,,(602) 302-7521,"1-Day, 7-Day, 31-Day",,"1-Day, 31-Day",-112.064477436493,33.3996162869987
-112.02144700466,33.4803695867887,322,Zest Market,2801 E. Thomas Rd.,Phoenix,85016,,(602) 522-9300,"1-Day, 31-Day",,"1-Day, 31-Day",-112.02144700466,33.4803695867887
-112.031017708861,33.6770553409267,323,Superpumper - OPEN 24 HOURS,21015 N Cave Creek Rd,Phoenix,85024,,(480) 765-2442,1-Day,,1-Day,-112.031017708861,33.6770553409267
-111.894219745619,33.6307546382555,324,Superpumper - OPEN 24 HOURS,8646 E Frank Lloyd Wright Blvd ,Scottsdale,85260,,(480) 922-0983,1-Day,,1-Day,-111.894219745619,33.6307546382555
-111.866044727456,33.6269765920265,325,Superpumper - OPEN 24 HOURS,15550 N Thompson Peak Pkwy,Scottsdale,85260,,(480) 419-6799,1-Day,,1-Day,-111.866044727456,33.6269765920265
-112.065337759164,33.6376337526799,326,Superpumper - OPEN 24 HOURS,704 E Greenway Pkwy,Phoenix,85022,,(480) 863-9307,1-Day,,1-Day,-112.065337759164,33.6376337526799
-111.887022089486,33.6297376202345,327,Superpumper - OPEN 24 HOURS,15752 N Frank Lloyd Wright Blvd,Scottsdale,85260,,(480) 860-2110,1-Day,,1-Day,-111.887022089486,33.6297376202345
-111.925274704333,33.7006100593143,328,Superpumper - OPEN 24 HOURS,23609 N Scottsdale Rd,Scottsdale,85255,,(480) 585-4476,1-Day,,1-Day,-111.925274704333,33.7006100593143
-112.073307935298,33.3993320402867,329,GES Mini Mart,5217 S. Central Ave.,Phoenix,85040,,(602) 304-0285,1-Day,,1-Day,-112.073307935298,33.3993320402867
-111.886458956724,33.5825758168369,330,Superpumper - OPEN 24 HOURS,8990 E Shea Blvd ,Scottsdale,85260,,(480) 391-1956,1-Day,,1-Day,-111.886458956724,33.5825758168369
-111.925881950631,33.6063200687963,331,Superpumper - OPEN 24 HOURS,13240 N Scottsdale Rd,Scottsdale,85254,,(480) 998-8250,1-Day,,1-Day,-111.925881950631,33.6063200687963
-111.974117512888,33.5827105350941,332,Superpumper - OPEN 24 HOURS,4934 E Shea Blvd,Scottsdale,85254,,(480) 998-8318,1-Day,,1-Day,-111.974117512888,33.5827105350941
-112.048588269376,33.451440686791,333,AZ’s Puff-N-Stuf,1524 E. Van Buren,Phoenix,85006,,(602) 488-1217,"1-Day, 31-Day",,"1-Day, 31-Day",-112.048588269376,33.451440686791
-111.947183472522,33.6259991581759,334,Superpumper - OPEN 24 HOURS,6324 E. Greenway Rd. ,Scottsdale,85254,,(480) 905-8240,1-Day,,1-Day,-111.947183472522,33.6259991581759
-111.859080516892,33.327983322794,335,Circle K - OPEN 24 HOURS,1405 N. Alma School Road,Chandler,85224,,(480) 855-7875,1-Day,,1-Day,-111.859080516892,33.327983322794
-111.823594214271,33.3062288247155,336,Circle K - OPEN 24 HOURS,1010 E. Chandler,Chandler,85225,,(480) 857-9876,1-Day,,1-Day,-111.823594214271,33.3062288247155
-111.805742239361,33.3353355569314,337,Circle K - OPEN 24 HOURS,755 W. Warner ,Gilbert,85233,,(480) 899-0877,1-Day,,1-Day,-111.805742239361,33.3353355569314
-111.963135253065,33.3723795923071,338,Guadalupe Market,8207 S. Avenida Del Yaqui,Tempe,85283,,(480) 839-2759,"1-Day, 7-Day, 31-Day",,"1-Day, 31-Day",-111.963135253065,33.3723795923071
-112.133795384837,33.6118350401188,339,Circle K - OPEN 24 HOURS,13828 N. 35th Avenue,Phoenix,85023,,(602) 547-3268,1-Day,,1-Day,-112.133795384837,33.6118350401188
-111.864994755492,33.3060531888709,340,Circle K - OPEN 24 HOURS,1262 W. Chandler Blvd,Chandler,85224,,(480) 963-4524,1-Day,,1-Day,-111.864994755492,33.3060531888709
-111.888193292357,33.5825626053964,341,Circle K - OPEN 24 HOURS,8890 E. Shea Blvd,Scottsdale,85260,,(480) 614-9871,1-Day,,1-Day,-111.888193292357,33.5825626053964
-112.151229534469,33.5963234556386,342,Circle K - OPEN 24 HOURS,4301 W. Cactus,Phoenix,85029,,(602) 843-8902,1-Day,,1-Day,-112.151229534469,33.5963234556386
-111.666445649637,33.4224489683309,343,Mesa Star Chevron,7956 E. University Dr.,Mesa,85207,,(480) 380-1717,"1-Day, 7-Day, 31-Day",,"1-Day, 7-Day, 31-Day",-111.666445649637,33.4224489683309
-112.167810687442,33.5818975797876,344,Circle K - OPEN 24 HOURS,5049 W. Peoria,Glendale,85302,,(623) 934-2842,1-Day,,1-Day,-112.167810687442,33.5818975797876
-111.821796440866,33.4514664681687,345,Circle 7 Mart Valor,415 E McKellips Road,Mesa,85203,,(480) 833-2744,"1-Day, 7-Day, 31-Day",,"1-Day, 7-Day, 31-Day",-111.821796440866,33.4514664681687
-112.134263332347,33.5819826911316,346,Circle K - OPEN 24 HOURS,3502 W. Peoria,Phoenix,85029,,(602) 843-3011,1-Day,,1-Day,-112.134263332347,33.5819826911316
-111.805257597221,33.4218399991817,347,SK Food Mart Chevron - OPEN 24 HOURS,357 N. Stapley Dr.,Mesa,85203,,(480) 649-0577,"1-Day, 7-Day, 31-Day",,"1-Day, 7-Day, 31-Day",-111.805257597221,33.4218399991817
-112.057516350442,33.4946909749882,348,Super Plus 98,1133 E. Indian School,Phoenix,85014,,(602) 279-3437,"1-Day, 7-Day, 31-Day",,"1-Day, 7-Day, 31-Day",-112.057516350442,33.4946909749882
-111.667418104532,33.3793111437984,349,Circle K - OPEN 24 HOURS,7610 E. Baseline Rd.,Mesa,85209,,(480) 986-7114,1-Day,,1-Day,-111.667418104532,33.3793111437984
-112.168580794767,33.3775784475023,350,Corner Store - OPEN 24 HOURS,5110 W. Baseline Road,Laveen,85339,,(602) 237-8572,"1-Day, 31-Day",,"1-Day, 31-Day",-112.168580794767,33.3775784475023
-112.012934909747,33.4512147321531,351,Circle K - OPEN 24 HOURS,1002 N. 32nd Street,Phoenix,85034,,(602) 275-5831,1-Day,,1-Day,-112.012934909747,33.4512147321531
-111.737409466224,33.4227910914883,352,Super Plus Chevron - OPEN 24 HOURS,4356 E University Drive,Mesa,85204,,(480) 325-2284,"1-Day, 7-Day, 31-Day",,"1-Day, 7-Day, 31-Day",-111.737409466224,33.4227910914883
-112.339717757925,33.4933400339061,353,Corner Store - OPEN 24 HOURS,13012 W. Indian School Road,Litchfield Park,85340,,(623) 535-6611,"1-Day, 31-Day",,"1-Day, 31-Day",-112.339717757925,33.4933400339061
-111.683999136369,33.4653335520393,354,Corner Store - OPEN 24 HOURS,2754 N. Power Road,Mesa,85215,,(480) 985-4346,"1-Day, 31-Day",,"1-Day, 31-Day",-111.683999136369,33.4653335520393
-112.07333355351,33.408081757818,355,Carniceria Rancho Grande,4227 S. Central Ave ,Phoenix,85040,,(602) 276-6007 ,"1-Day, 7-Day, 31-Day",,"1-Day, 7-Day, 31-Day",-112.07333355351,33.408081757818
-111.813469272333,33.4150857788528,356,Carniceria Rancho Grande,827 E Main St ,Mesa,85203,,(480) 969-4500 ,1-Day,,1-Day,-111.813469272333,33.4150857788528
-111.715265174374,33.451825284791,357,Corner Store,"5205 E. Mckellips
",Mesa,85215,,(480) 830-5474,"1-Day, 31-Day",,"1-Day, 31-Day",-111.715265174374,33.451825284791
-112.134463782543,33.4703547524113,358,Circle K - OPEN 24 HOURS,"2120 N. 35th Avenue
",Phoenix,85009,,(602) 484-4518,1-Day,,1-Day,-112.134463782543,33.4703547524113
-112.302253442545,33.4354384153058,359,Circle K - OPEN 24 HOURS,"11025 W. Buckeye Road
",Avondale,85323,,(623) 936-5706,1-Day,,1-Day,-112.302253442545,33.4354384153058
-112.099604251625,33.5821834517933,360,Circle K - OPEN 24 HOURS,"10625 N. 19th Avenue
",Phoenix,85029,,(602) 943-4246,1-Day,,1-Day,-112.099604251625,33.5821834517933
-112.126632212231,33.4949747546869,361,Circle K - OPEN 24 HOURS,"3122 West Indian School Road
",Phoenix,85017,,(602) 242-2417,1-Day,,1-Day,-112.126632212231,33.4949747546869
-112.099247967896,33.4652255821783,362,Circle K - OPEN 24 HOURS,"1834 W. Grant Avenue
",Phoenix,85007,,(602) 254-6493,1-Day,,1-Day,-112.099247967896,33.4652255821783
-111.754775666579,33.4155403187445,363,Circle K - OPEN 24 HOURS,"3550 E Main Street
",Mesa,85213,,(480) 854-2156,1-Day,,1-Day,-111.754775666579,33.4155403187445
-111.822926385638,33.4210869250332,364,Circle K - OPEN 24 HOURS,"310 N Mesa Drive
",Mesa,85201,,(480) 964-0036,1-Day,,1-Day,-111.822926385638,33.4210869250332
-112.030050784931,33.4658210842432,365,Circle K - OPEN 24 HOURS,"2402 E. McDowell
",Phoenix,85008,,(602) 275-4783,1-Day,,1-Day,-112.030050784931,33.4658210842432
-112.186119511402,33.4514814073555,366,Circle K - OPEN 24 HOURS,"5879 W. Van Buren
",Phoenix,85043,,(602) 269-3350,1-Day,,1-Day,-112.186119511402,33.4514814073555
-112.184675175555,33.4659439177851,367,Circle K - OPEN 24 HOURS,"5845 W. McDowell
",Phoenix,85035,,No phone number,1-Day,,1-Day,-112.184675175555,33.4659439177851
-112.186180238606,33.52404944627,368,Circle K - OPEN 24 HOURS,"5907 W. Bethany Home
",Glendale,85301,,(623) 939-0588,1-Day,,1-Day,-112.186180238606,33.52404944627
-112.110276439539,33.6546731278185,369,Circle K - OPEN 24 HOURS,"2439 W. Union Hills
",Phoenix,85027,,(602) 375-8879,1-Day,,1-Day,-112.110276439539,33.6546731278185
-112.237942311837,33.465512982338,370,Circle K - OPEN 24 HOURS,1611 N. 83rd Avenue,Phoenix,85035,,(623) 247-0569,1-Day,,1-Day,-112.237942311837,33.465512982338
-111.977470179228,33.6405995759288,371,Circle K - OPEN 24 HOURS,"4808 E. Bell
",Scottsdale,85254,,(602) 493-3862,1-Day,,1-Day,-111.977470179228,33.6405995759288
-112.099395341379,33.4066372953115,372,Circle K - OPEN 24 HOURS,"4305 S. 19th Avenue
",Phoenix,85041,,(602) 276-4109,1-Day,,1-Day,-112.099395341379,33.4066372953115
-112.013772149747,33.4070590127499,373,Circle K - OPEN 24 HOURS,3140 E. Broadway Road,Phoenix,85040,,(602) 276-0225,1-Day,,1-Day,-112.013772149747,33.4070590127499
-112.073248102621,33.3631742436875,374,Circle K - OPEN 24 HOURS,"9040 S. Central Avenue
",Phoenix,85041,,(602) 243-3987,1-Day,,1-Day,-112.073248102621,33.3631742436875
-111.911043688185,33.3200218567743,375,Circle K - OPEN 24 HOURS,3989 W. Ray Road,Chandler,85226,,(480) 786-4349,1-Day,,1-Day,-111.911043688185,33.3200218567743
-111.97784413252,33.6259042431373,376,Circle K - OPEN 24 HOURS,15262 N. Tatum Boulevard,Phoenix,85032,,(602) 482-2204,1-Day,,1-Day,-111.97784413252,33.6259042431373
-111.841472768387,33.299041106813,377,Circle K - OPEN 24 HOURS,295 S. Arizona Avenue,Chandler,85225,,(480) 786-9271,1-Day,,1-Day,-111.841472768387,33.299041106813
-111.791341406511,33.3064044759087,378,Circle K - OPEN 24 HOURS,13549 E. Williams field,Chandler,85224,,(480) 821-1697,1-Day,,1-Day,-111.791341406511,33.3064044759087
-111.684707159589,33.3938554939547,379,Circle K - OPEN 24 HOURS,1203 S. Power Road,Mesa,85206,,(480) 807-0489,1-Day,,1-Day,-111.684707159589,33.3938554939547
-111.841153269267,33.3636727764931,380,Circle K - OPEN 24 HOURS,751 N. Arizona Avenue,Gilbert,85233,,(480) 892-8922,1-Day,,1-Day,-111.841153269267,33.3636727764931
-111.873541417702,33.3785653065618,381,Circle K - OPEN 24 HOURS,1817 W. Baseline Road,Mesa,85202,,(480) 491-2045,1-Day,,1-Day,-111.873541417702,33.3785653065618
-111.908823122381,33.494952060972,382,Circle K - OPEN 24 HOURS,4101 N. Hayden Road,Scottsdale,85251,,(480) 947-4337,1-Day,,1-Day,-111.908823122381,33.494952060972
-111.753931546597,33.3798515875831,383,Circle K - OPEN 24 HOURS,1961 S. Val Vista,Mesa,85204,,(480) 813-5707,1-Day,,1-Day,-111.753931546597,33.3798515875831
-111.87702369044,33.3351590696077,384,Circle K - OPEN 24 HOURS,2020 W. Warner Road,Chandler,85224,,(480) 786-2014,1-Day,,1-Day,-111.87702369044,33.3351590696077
-111.960733259564,33.3782128807853,385,Circle K - OPEN 24 HOURS,1435 W. Baseline Road,Tempe,85283,,(480) 897-9338,1-Day,,1-Day,-111.960733259564,33.3782128807853
-111.977942687029,33.4800601525534,386,Circle K - OPEN 24 HOURS,4801 E. Thomas Road,Phoenix,85018,,(602) 957-5396,1-Day,,1-Day,-111.977942687029,33.4800601525534
-112.203821783212,33.581659729393,387,Circle K - OPEN 24 HOURS,6735 W Peoria Avenue,Peoria,85345,,(623) 487-3478,1-Day,,1-Day,-112.203821783212,33.581659729393
-111.876172240017,33.3059560795709,388,Circle K - OPEN 24 HOURS,1995 W. Chandler Boulevard,Chandler,85224,,(480) 786-8051,1-Day,,1-Day,-111.876172240017,33.3059560795709
-111.91192176737,33.3054254406033,389,Circle K - OPEN 24 HOURS ,4040 W. Chandler Boulevard,Chandler,85226,,(480) 753-4531,1-Day,,1-Day,-111.91192176737,33.3054254406033
-112.013633559314,33.6539417284752,390,Circle K - OPEN 24 HOURS,18452 N. 32nd Street,Phoenix,85032,,(602) 482-2055,1-Day,,1-Day,-112.013633559314,33.6539417284752
-111.928125925545,33.3199144744872,391,Circle K - OPEN 24 HOURS,1015 N. Rural Road,Chandler,85226,,(480) 820-2010,1-Day,,1-Day,-111.928125925545,33.3199144744872
-112.082730555283,33.4658542292499,392,Circle K - OPEN 24 HOURS,"702 W. McDowell
",Phoenix,85007,,(602) 252-4486,1-Day,,1-Day,-112.082730555283,33.4658542292499
-112.357099842844,33.5368556823812,393,Circle K - OPEN 24 HOURS,"13843 W. Glendale
",Glendale,85307,,(623) 935-0968,1-Day,,1-Day,-112.357099842844,33.5368556823812
-112.065506457597,33.6258473941889,394,Circle K - OPEN 24 HOURS,"15400 N. 7th Street
",Phoenix,85022,,(602) 942-4519,1-Day,,1-Day,-112.065506457597,33.6258473941889
-111.975813708034,33.3489588581746,395,Circle K - OPEN 24 HOURS,5105 E. Elliot Road,Phoenix,85044,,(602) 705-3257,1-Day,,1-Day,-111.975813708034,33.3489588581746
-112.073554348592,33.4368420772973,396,Circle K - OPEN 24 HOURS,"10 E. Buckeye
",Phoenix,85004,,(602) 252-3135,1-Day,,1-Day,-112.073554348592,33.4368420772973
-111.986971157185,33.4483241784482,397,Circle K - OPEN 24 HOURS,"4402 E. Washington
",Phoenix,85003,,(602) 220-9534,1-Day,,1-Day,-111.986971157185,33.4483241784482
-112.013057328059,33.4070139067501,398,Circle K - OPEN 24 HOURS,"3151 E. Broadway
",Phoenix,85040,,(602) 276-7316,1-Day,,1-Day,-112.013057328059,33.4070139067501
-112.280944171064,33.4937391335091,399,Circle K - OPEN 24 HOURS,10712 W Indian School Road,Phoenix,85037,,(623) 877-2090,1-Day,,1-Day,-112.280944171064,33.4937391335091
-112.134045599505,33.3777004979254,400,Circle K - OPEN 24 HOURS,"3508 W. Baseline
",Laveen,85339,,(602) 237-2728,1-Day,,1-Day,-112.134045599505,33.3777004979254
-112.220145648538,33.5958940589117,401,Circle K - OPEN 24 HOURS,"7460 W. Cactus
",Peoria,85381,,(623) 878-1491,1-Day,,1-Day,-112.220145648538,33.5958940589117
-112.09701844297,33.4513231681443,402,Circle K - OPEN 24 HOURS,"1732 W. Van Buren
",Phoenix,85007,,(602) 253-9815,1-Day,,1-Day,-112.09701844297,33.4513231681443
-112.073751003357,33.4760462784501,403,Circle K - OPEN 24 HOURS,"2535 N. Central Avenue
",Phoenix,85004,,(602) 252-4153,1-Day,,1-Day,-112.073751003357,33.4760462784501
-112.065361834467,33.4067335536193,404,Circle K - OPEN 24 HOURS,"630 E. Broadway
",Phoenix,85040,,(602) 268-6269,1-Day,,1-Day,-112.065361834467,33.4067335536193
-111.989700701575,33.5987772148785,405,Circle K - OPEN 24 HOURS,"4304 E. Cactus
",Phoenix,85032,,(602) 494-1519,1-Day,,1-Day,-111.989700701575,33.5987772148785
-112.081944805953,33.3790457600729,406,Circle K - OPEN 24 HOURS,"7440 S. 7th Avenue
",Phoenix,85041,,(602) 276-2679,1-Day,,1-Day,-112.081944805953,33.3790457600729
-112.048397074691,33.4068009243435,407,Circle K - OPEN 24 HOURS,"1540 E. Broadway
",Phoenix,85040,,(602) 276-7933,1-Day,,1-Day,-112.048397074691,33.4068009243435
-112.065113348749,33.4796332377563,408,Circle K - OPEN 24 HOURS,"2850 N. 7th Street
",Phoenix,85006,,(602) 280-1278,1-Day,,1-Day,-112.065113348749,33.4796332377563
-112.073713854937,33.5119572046809,409,Circle K - OPEN 24 HOURS,"5141 N. Central
",Phoenix,85012,,(602) 279-6341,1-Day,,1-Day,-112.073713854937,33.5119572046809
-111.988217795695,33.509539851768,410,Circle K - OPEN 24 HOURS,"4343 E. Camelback
",Phoenix,85018,,(602) 840-2639,1-Day,,1-Day,-111.988217795695,33.509539851768
-112.169200012103,33.4222118227316,411,Circle K - OPEN 24 HOURS,"5041 W. Lower Buckeye
",Phoenix,85031,,(602) 233-3235,1-Day,,1-Day,-112.169200012103,33.4222118227316
-111.935247108495,33.4656458225498,412,Circle K - OPEN 24 HOURS,"6744 E. McDowell
",Scottsdale,85257,,(480) 994-4806,1-Day,,1-Day,-111.935247108495,33.4656458225498
-111.841645200479,33.2953925155616,413,Circle K - OPEN 24 HOURS,498 S Arizona Avenue,Chandler,85225,,(480) 821-5895,1-Day,,1-Day,-111.841645200479,33.2953925155616
-111.905666955191,33.4948990420696,414,Circle K - OPEN 24 HOURS,"8140 E. Indian School
",Scottsdale,85251,,(480) 947-0971,1-Day,,1-Day,-111.905666955191,33.4948990420696
-112.134637216776,33.4224498263674,415,Circle K - OPEN 24 HOURS,3501 W. Lower Buckeye,Phoenix,85009,,(602) 484-4507,1-Day,,1-Day,-112.134637216776,33.4224498263674
-112.255796911159,33.450393350194,416,Circle K - OPEN 24 HOURS,9110 W. Van Buren,Tolleson,85353,,(623) 936-5516,1-Day,,1-Day,-112.255796911159,33.450393350194
-111.977862851246,33.6116323938569,417,Circle K - OPEN 24 HOURS,13801 N . Tatum,Phoenix,85032,,(602) 996-4023,1-Day,,1-Day,-111.977862851246,33.6116323938569
-112.065182111977,33.4588177972341,418,Circle K - OPEN 24 HOURS,1007 N. 7th Street,Phoenix,85006,,(602) 252-3248,1-Day,,1-Day,-112.065182111977,33.4588177972341
-111.841819449117,33.3497443599357,419,Circle K - OPEN 24 HOURS,3000 N Arizona Avenue,Chandler,85225,,(480) 497-8931,1-Day,,1-Day,-111.841819449117,33.3497443599357
-111.847373273816,33.4077152253537,420,Circle K - OPEN 24 HOURS,753 W. Broadway Road,Mesa,85210,,(480) 649-9011,1-Day,,1-Day,-111.847373273816,33.4077152253537
-112.10363240249,33.4512021479677,421,Circle K - OPEN 24 HOURS,2041 W. Van Buren,Phoenix,85009,,(602) 252-2315,1-Day,,1-Day,-112.10363240249,33.4512021479677
-112.202241544588,33.4803213202522,422,Circle K - OPEN 24 HOURS,6649 W. Thomas Road,Phoenix,85033,,(623) 849-4837,1-Day,,1-Day,-112.202241544588,33.4803213202522
-112.082456353085,33.4514365184346,423,Circle K - OPEN 24 HOURS,966 E. Van Buren,Phoenix,85003,,(602) 252-3183,1-Day,,1-Day,-112.082456353085,33.4514365184346
-111.855342147354,33.4149023976628,424,Circle K - OPEN 24 HOURS,1145 W Main Street,Mesa,85201,,(480) 644-1903,1-Day,,1-Day,-111.855342147354,33.4149023976628
-111.908888809146,33.4220110322757,425,Circle K - OPEN 24 HOURS,1802 E. University,Tempe,85281,,(480) 921-0537,1-Day,,1-Day,-111.908888809146,33.4220110322757
-112.117564855946,33.4368483501065,426,Circle K - OPEN 24 HOURS,2708 W. Buckeye,Phoenix,85009,,(602) 484-4505,1-Day,,1-Day,-112.117564855946,33.4368483501065
-112.048421279314,33.3927454683206,427,Circle K - OPEN 24 HOURS,1544 E. Southern,Phoenix,85040,,(602) 276-8269,1-Day,,1-Day,-112.048421279314,33.3927454683206
-111.979951983309,33.4510865507355,428,Circle K - OPEN 24 HOURS,1945 E. Van Buren,Phoenix,85034,,(602) 253-9445,1-Day,,1-Day,-111.979951983309,33.4510865507355
-112.219166232738,33.465706733918,429,Circle K - OPEN 24 HOURS,7424 W. McDowell,Phoenix,85035,,(623) 849-4205,1-Day,,1-Day,-112.219166232738,33.465706733918
-112.047512967853,33.4946754813404,430,Circle K - OPEN 24 HOURS,1601 E. Indian School,Phoenix,85016,,(602) 279-3507,1-Day,,1-Day,-112.047512967853,33.4946754813404
-112.030974257048,33.6550515092051,431,Circle K - OPEN 24 HOURS,3196 E. Union Hills,Phoenix,85024,,(602) 569-9871,1-Day,,1-Day,-112.030974257048,33.6550515092051
-112.134224783698,33.5227722292869,432,Circle K - OPEN 24 HOURS,5849 N. 35th Avenue,Phoenix,85017,,(602) 973-6413,1-Day,,1-Day,-112.134224783698,33.5227722292869
-112.110118571366,33.6109792095485,433,Circle K - OPEN 24 HOURS,2524 W. Thunderbird,Phoenix,85023,,(602) 504-0547,1-Day,,1-Day,-112.110118571366,33.6109792095485
-112.203342647655,33.465939803336,434,Circle K - OPEN 24 HOURS,1601 N. 67th Avenue,Phoenix,85035,,(623) 849-4974,1-Day,,1-Day,-112.203342647655,33.465939803336
